halite_config_setting_divisor,max_ship_to_base_ratio,min_spawns_after_conversions,max_conversions_per_step,ship_halite_cargo_conversion_bonus_constant,friendly_ship_halite_conversion_constant,friendly_bases_conversion_constant,nearby_halite_conversion_constant,conversion_score_threshold,halite_collect_constant,nearby_halite_move_constant,nearby_onto_halite_move_constant,nearby_ships_move_constant,nearby_base_move_constant,nearby_move_onto_base_constant,halite_dropoff_constant,max_spawns_per_step,nearby_ship_halite_spawn_constant,nearby_halite_spawn_constant,remaining_budget_spawn_constant,spawn_score_threshold,terminal_num_ships,terminal_num_bases,episode_reward,terminal_halite
6716.749154665032,6.704318035507653,2,7,8.587438316551392,0.9805562626779384,21.52617906827777,0.00016369607055042318,17.58105276654261,4.8458131855912026,0.3043350919666077,5.261502573061132,0.05779435420647834,14.934450171013484,45.35973581735567,2.937891425336056,7,0.3274504290927863,9.441685211742307,0.031038593193985574,19.478373020606178,6,1,1.0,5838.0
6716.749154665032,6.704318035507653,2,7,8.587438316551392,0.9805562626779384,21.52617906827777,0.00016369607055042318,17.58105276654261,4.8458131855912026,0.3043350919666077,5.261502573061132,0.05779435420647834,14.934450171013484,45.35973581735567,2.937891425336056,7,0.3274504290927863,9.441685211742307,0.031038593193985574,19.478373020606178,6,1,0.3333333333333333,10930.0
6716.749154665032,6.704318035507653,2,7,8.587438316551392,0.9805562626779384,21.52617906827777,0.00016369607055042318,17.58105276654261,4.8458131855912026,0.3043350919666077,5.261502573061132,0.05779435420647834,14.934450171013484,45.35973581735567,2.937891425336056,7,0.3274504290927863,9.441685211742307,0.031038593193985574,19.478373020606178,6,1,0.6666666666666666,10598.0
6716.749154665032,6.704318035507653,2,7,8.587438316551392,0.9805562626779384,21.52617906827777,0.00016369607055042318,17.58105276654261,4.8458131855912026,0.3043350919666077,5.261502573061132,0.05779435420647834,14.934450171013484,45.35973581735567,2.937891425336056,7,0.3274504290927863,9.441685211742307,0.031038593193985574,19.478373020606178,4,1,1.0,15038.0
6716.749154665032,6.704318035507653,2,7,8.587438316551392,0.9805562626779384,21.52617906827777,0.00016369607055042318,17.58105276654261,4.8458131855912026,0.3043350919666077,5.261502573061132,0.05779435420647834,14.934450171013484,45.35973581735567,2.937891425336056,7,0.3274504290927863,9.441685211742307,0.031038593193985574,19.478373020606178,6,1,0.6666666666666666,28707.0
6716.749154665032,6.704318035507653,2,7,8.587438316551392,0.9805562626779384,21.52617906827777,0.00016369607055042318,17.58105276654261,4.8458131855912026,0.3043350919666077,5.261502573061132,0.05779435420647834,14.934450171013484,45.35973581735567,2.937891425336056,7,0.3274504290927863,9.441685211742307,0.031038593193985574,19.478373020606178,6,1,1.0,9997.0
6716.749154665032,6.704318035507653,2,7,8.587438316551392,0.9805562626779384,21.52617906827777,0.00016369607055042318,17.58105276654261,4.8458131855912026,0.3043350919666077,5.261502573061132,0.05779435420647834,14.934450171013484,45.35973581735567,2.937891425336056,7,0.3274504290927863,9.441685211742307,0.031038593193985574,19.478373020606178,6,1,0.0,4209.0
6716.749154665032,6.704318035507653,2,7,8.587438316551392,0.9805562626779384,21.52617906827777,0.00016369607055042318,17.58105276654261,4.8458131855912026,0.3043350919666077,5.261502573061132,0.05779435420647834,14.934450171013484,45.35973581735567,2.937891425336056,7,0.3274504290927863,9.441685211742307,0.031038593193985574,19.478373020606178,4,1,0.3333333333333333,4614.0
6716.749154665032,6.704318035507653,2,7,8.587438316551392,0.9805562626779384,21.52617906827777,0.00016369607055042318,17.58105276654261,4.8458131855912026,0.3043350919666077,5.261502573061132,0.05779435420647834,14.934450171013484,45.35973581735567,2.937891425336056,7,0.3274504290927863,9.441685211742307,0.031038593193985574,19.478373020606178,4,1,0.3333333333333333,6770.0
6716.749154665032,6.704318035507653,2,7,8.587438316551392,0.9805562626779384,21.52617906827777,0.00016369607055042318,17.58105276654261,4.8458131855912026,0.3043350919666077,5.261502573061132,0.05779435420647834,14.934450171013484,45.35973581735567,2.937891425336056,7,0.3274504290927863,9.441685211742307,0.031038593193985574,19.478373020606178,5,1,0.6666666666666666,8022.0
