halite_config_setting_divisor,max_ship_to_base_ratio,min_spawns_after_conversions,max_conversions_per_step,friendly_ship_halite_conversion_constant,friendly_bases_conversion_constant,nearby_halite_conversion_constant,conversion_score_threshold,halite_collect_constant,nearby_halite_move_constant,nearby_onto_halite_move_constant,nearby_ships_move_constant,nearby_base_move_constant,nearby_move_onto_base_constant,halite_dropoff_constant,max_spawns_per_step,nearby_ship_halite_spawn_constant,nearby_halite_spawn_constant,remaining_budget_spawn_constant,spawn_score_threshold,terminal_num_ships,terminal_num_bases,episode_reward,terminal_halite
429.52020328125394,5.873541274376619,0,9,0.00024390219186668706,1.849624710990396,7.043952114777868e-05,-0.8477612240889465,0.14971097263359806,0.0067917654427412716,0.031299974418335534,0.03289497729987372,0.052723902983749495,0.035943182747419256,0.15110155743019754,4,0.003874941527412449,0.004376382518195461,0.004823887061247171,5.194621321192249,5,3,0.3333333333333333,569.0
645.8168892472955,2.039640434753924,1,4,0.0005091136982564977,0.9932237561894264,0.00012151980399326321,-0.08902041573496966,0.11092429439643173,0.0019889718411721714,0.016772695524433966,0.022816723185645284,0.041362282088906716,0.01656419128555697,0.14611602471551782,2,0.0027203593227263217,0.004616137082340446,0.002486657433778072,8.565181976126656,0,1,0.6666666666666666,5397.0
481.5239012893845,5.073550192205291,2,4,0.0007618743046989438,0.4887322100931672,0.0003800810608004208,0.6000724123959915,0.15342678056270853,0.005163787895055415,0.031851982697647795,0.04522264687985465,0.019881141752141958,0.02728146494343135,0.10554035905188584,7,0.006086338531299174,0.0007108814403091838,0.0031620063014849804,1.7083515003267251,6,2,0.0,388.0
632.1512687664878,4.826635220493528,1,4,0.0002102143676587316,2.6797396825741164,0.0001476663897744499,0.5609389877326223,0.12813790114937548,0.0005735086158982898,0.0238072704495384,0.04502861045658913,0.04070315077839327,0.0192773337774512,0.13733746754096007,7,0.003197933915330252,0.0008032377314805456,0.003682396683781371,7.086000819649211,3,1,1.0,5749.0
429.52020328125394,5.873541274376619,0,9,0.00024390219186668706,1.849624710990396,7.043952114777868e-05,-0.8477612240889465,0.14971097263359806,0.0067917654427412716,0.031299974418335534,0.03289497729987372,0.052723902983749495,0.035943182747419256,0.15110155743019754,4,0.003874941527412449,0.004376382518195461,0.004823887061247171,5.194621321192249,7,2,0.3333333333333333,1986.0
645.8168892472955,2.039640434753924,1,4,0.0005091136982564977,0.9932237561894264,0.00012151980399326321,-0.08902041573496966,0.11092429439643173,0.0019889718411721714,0.016772695524433966,0.022816723185645284,0.041362282088906716,0.01656419128555697,0.14611602471551782,2,0.0027203593227263217,0.004616137082340446,0.002486657433778072,8.565181976126656,1,1,0.6666666666666666,4241.0
481.5239012893845,5.073550192205291,2,4,0.0007618743046989438,0.4887322100931672,0.0003800810608004208,0.6000724123959915,0.15342678056270853,0.005163787895055415,0.031851982697647795,0.04522264687985465,0.019881141752141958,0.02728146494343135,0.10554035905188584,7,0.006086338531299174,0.0007108814403091838,0.0031620063014849804,1.7083515003267251,7,2,0.0,1256.0
632.1512687664878,4.826635220493528,1,4,0.0002102143676587316,2.6797396825741164,0.0001476663897744499,0.5609389877326223,0.12813790114937548,0.0005735086158982898,0.0238072704495384,0.04502861045658913,0.04070315077839327,0.0192773337774512,0.13733746754096007,7,0.003197933915330252,0.0008032377314805456,0.003682396683781371,7.086000819649211,4,1,1.0,5692.0
593.9321535345923,4.8607574654896775,1,5,0.0006033646151231493,1.8065901239245008,0.00045062407488981603,0.9273255210020586,0.11646460884401352,0.0040692023360723775,0.02574191194489452,0.032721782443757286,0.047379007500858564,0.010212514740734658,0.0915196536533548,5,0.0021791245849667553,0.0048563104590451074,0.0015614031216505805,8.5709598419428,0,2,1.0,4233.0
526.2472407463395,5.203643007918577,1,5,0.0007060403994149943,2.910467353431075,0.00033258876109684287,0.07474645889802134,0.16709024657575744,0.0009435513608044923,0.028002055027533324,0.017453293733070398,0.04450941043416176,0.015673726487701208,0.10785977440902604,6,0.003738957071422049,0.003710534327137222,0.0034677359874990287,9.381228863660867,0,2,0.6666666666666666,2626.0
