Time stamp,Average reward self play,Average evaluation reward,Experience buffer size,Data rules path
2020-04-21 16:18:58.389029,0.16666666666666666,0.0,6,/home/tom/Kaggle/Halite/Logic/../Rule agents/Rule based more local nearby ship move penalty/iteration_12.json
2020-04-21 16:19:19.989988,0.6666666666666666,0.16666666666666666,8,/home/tom/Kaggle/Halite/Logic/../Rule agents/Rule based more local nearby ship move penalty/iteration_12.json
2020-04-21 16:19:38.647787,0.3333333333333333,0.6666666666666666,10,/home/tom/Kaggle/Halite/Logic/../Rule agents/Rule based more local nearby ship move penalty/iteration_12.json
2020-04-21 16:19:59.541948,1.0,0.0,12,/home/tom/Kaggle/Halite/Logic/../Rule agents/Rule based more local nearby ship move penalty/iteration_12.json
2020-04-21 16:20:18.411503,0.8333333333333333,0.3333333333333333,14,/home/tom/Kaggle/Halite/Logic/../Rule agents/Rule based more local nearby ship move penalty/iteration_12.json
2020-04-21 16:20:38.403168,0.16666666666666666,0.0,16,/home/tom/Kaggle/Halite/Logic/../Rule agents/Rule based more local nearby ship move penalty/iteration_12.json
2020-04-21 16:20:56.793007,0.3333333333333333,0.0,18,/home/tom/Kaggle/Halite/Logic/../Rule agents/Rule based more local nearby ship move penalty/iteration_12.json
2020-04-21 16:21:15.936110,0.6666666666666666,0.16666666666666666,20,/home/tom/Kaggle/Halite/Logic/../Rule agents/Rule based more local nearby ship move penalty/iteration_12.json
2020-04-21 16:21:35.821028,0.8333333333333333,0.6666666666666666,22,/home/tom/Kaggle/Halite/Logic/../Rule agents/Rule based more local nearby ship move penalty/iteration_12.json
2020-04-21 16:21:56.547209,0.8333333333333333,0.3333333333333333,24,/home/tom/Kaggle/Halite/Logic/../Rule agents/Rule based more local nearby ship move penalty/iteration_13.json
2020-04-21 16:34:26.689560,0.8333333333333333,0.5,2,/home/tom/Kaggle/Halite/Logic/../Rule agents/Rule based more local nearby ship move penalty/iteration_13.json
