halite_config_setting_divisor,collect_smoothed_multiplier,collect_actual_multiplier,collect_less_halite_ships_multiplier_base,collect_base_nearest_distance_exponent,return_base_multiplier,return_base_less_halite_ships_multiplier_base,early_game_return_base_additional_multiplier,early_game_return_boost_step,establish_base_smoothed_multiplier,establish_first_base_smoothed_multiplier_correction,establish_base_deposit_multiplier,establish_base_less_halite_ships_multiplier_base,max_attackers_per_base,attack_base_multiplier,attack_base_less_halite_ships_multiplier_base,attack_base_halite_sum_multiplier,attack_base_run_enemy_multiplier,attack_base_catch_enemy_multiplier,collect_run_enemy_multiplier,return_base_run_enemy_multiplier,establish_base_run_enemy_multiplier,collect_catch_enemy_multiplier,return_base_catch_enemy_multiplier,establish_base_catch_enemy_multiplier,two_step_avoid_boxed_enemy_multiplier_base,n_step_avoid_boxed_enemy_multiplier_base,ignore_catch_prob,max_ships,max_spawns_per_step,nearby_ship_halite_spawn_constant,nearby_halite_spawn_constant,remaining_budget_spawn_constant,spawn_score_threshold,boxed_in_halite_convert_divisor,n_step_avoid_min_die_prob_cutoff,n_step_avoid_window_size,influence_map_base_weight,influence_map_min_ship_weight,influence_weights_additional_multiplier,influence_weights_exponent,max_spawn_relative_step_divisor,terminal_num_ships,terminal_num_bases,episode_reward,terminal_halite
1.0,0.02,5.0,0.55,0.1,8.0,0.85,0.1,50,0.0,2.5,1.0,1.0,3,200.0,0.9,1.0,1.0,1.0,10.0,2.0,2.5,1.0,1.0,0.5,0.8,0.45,0.5,20,1,3.0,5.0,0.2,75.0,1.0,0.1,7,1.5,0.0,4.0,8.0,100.0,19,2,1.0,41448.0
1.0,0.02,5.0,0.55,0.1,8.0,0.85,0.1,50,0.0,2.5,1.0,1.0,3,200.0,0.9,1.0,1.0,1.0,10.0,2.0,2.5,1.0,1.0,0.5,0.8,0.45,0.5,20,1,3.0,5.0,0.2,75.0,1.0,0.1,7,1.5,0.0,4.0,8.0,100.0,16,7,1.0,33048.0
1.0,0.02,5.0,0.55,0.1,8.0,0.85,0.1,50,0.0,2.5,1.0,1.0,3,200.0,0.9,1.0,1.0,1.0,10.0,2.0,2.5,1.0,1.0,0.5,0.8,0.45,0.5,20,1,3.0,5.0,0.2,75.0,1.0,0.1,7,1.5,0.0,4.0,8.0,100.0,15,3,1.0,39994.0
1.0,0.02,5.0,0.55,0.1,8.0,0.85,0.1,50,0.0,2.5,1.0,1.0,3,200.0,0.9,1.0,1.0,1.0,10.0,2.0,2.5,1.0,1.0,0.5,0.8,0.45,0.5,20,1,3.0,5.0,0.2,75.0,1.0,0.1,7,1.5,0.0,4.0,8.0,100.0,17,2,1.0,37129.0
1.0,0.02,5.0,0.55,0.1,8.0,0.85,0.1,50,0.0,2.5,1.0,1.0,3,200.0,0.9,1.0,1.0,1.0,10.0,2.0,2.5,1.0,1.0,0.5,0.8,0.45,0.5,20,1,3.0,5.0,0.2,75.0,1.0,0.1,7,1.5,0.0,4.0,8.0,100.0,15,2,1.0,27887.0
1.0,0.02,5.0,0.55,0.1,8.0,0.85,0.1,50,0.0,2.5,1.0,1.0,3,200.0,0.9,1.0,1.0,1.0,10.0,2.0,2.5,1.0,1.0,0.5,0.8,0.45,0.5,20,1,3.0,5.0,0.2,75.0,1.0,0.1,7,1.5,0.0,4.0,8.0,100.0,15,3,1.0,24510.0
1.0,0.02,5.0,0.55,0.1,8.0,0.85,0.1,50,0.0,2.5,1.0,1.0,3,200.0,0.9,1.0,1.0,1.0,10.0,2.0,2.5,1.0,1.0,0.5,0.8,0.45,0.5,20,1,3.0,5.0,0.2,75.0,1.0,0.1,7,1.5,0.0,4.0,8.0,100.0,16,5,1.0,33746.0
1.0,0.02,5.0,0.55,0.1,8.0,0.85,0.1,50,0.0,2.5,1.0,1.0,3,200.0,0.9,1.0,1.0,1.0,10.0,2.0,2.5,1.0,1.0,0.5,0.8,0.45,0.5,20,1,3.0,5.0,0.2,75.0,1.0,0.1,7,1.5,0.0,4.0,8.0,100.0,19,3,1.0,39939.0
1.0,0.02,5.0,0.55,0.1,8.0,0.85,0.1,50,0.0,2.5,1.0,1.0,3,200.0,0.9,1.0,1.0,1.0,10.0,2.0,2.5,1.0,1.0,0.5,0.8,0.45,0.5,20,1,3.0,5.0,0.2,75.0,1.0,0.1,7,1.5,0.0,4.0,8.0,100.0,11,3,1.0,36383.0
1.0,0.02,5.0,0.55,0.1,8.0,0.85,0.1,50,0.0,2.5,1.0,1.0,3,200.0,0.9,1.0,1.0,1.0,10.0,2.0,2.5,1.0,1.0,0.5,0.8,0.45,0.5,20,1,3.0,5.0,0.2,75.0,1.0,0.1,7,1.5,0.0,4.0,8.0,100.0,18,3,1.0,38459.0
1.0,0.02,5.0,0.55,0.1,8.0,0.85,0.1,50,0.0,2.5,1.0,1.0,3,200.0,0.9,1.0,1.0,1.0,10.0,2.0,2.5,1.0,1.0,0.5,0.8,0.45,0.5,20,1,3.0,5.0,0.2,75.0,1.0,0.1,7,1.5,0.0,4.0,8.0,100.0,12,2,1.0,36755.0
1.0,0.02,5.0,0.55,0.1,8.0,0.85,0.1,50,0.0,2.5,1.0,1.0,3,200.0,0.9,1.0,1.0,1.0,10.0,2.0,2.5,1.0,1.0,0.5,0.8,0.45,0.5,20,1,3.0,5.0,0.2,75.0,1.0,0.1,7,1.5,0.0,4.0,8.0,100.0,17,5,1.0,50989.0
1.0,0.02,5.0,0.55,0.1,8.0,0.85,0.1,50,0.0,2.5,1.0,1.0,3,200.0,0.9,1.0,1.0,1.0,10.0,2.0,2.5,1.0,1.0,0.5,0.8,0.45,0.5,20,1,3.0,5.0,0.2,75.0,1.0,0.1,7,1.5,0.0,4.0,8.0,100.0,15,4,1.0,34460.0
1.0,0.02,5.0,0.55,0.1,8.0,0.85,0.1,50,0.0,2.5,1.0,1.0,3,200.0,0.9,1.0,1.0,1.0,10.0,2.0,2.5,1.0,1.0,0.5,0.8,0.45,0.5,20,1,3.0,5.0,0.2,75.0,1.0,0.1,7,1.5,0.0,4.0,8.0,100.0,11,3,1.0,37229.0
1.0,0.02,5.0,0.55,0.1,8.0,0.85,0.1,50,0.0,2.5,1.0,1.0,3,200.0,0.9,1.0,1.0,1.0,10.0,2.0,2.5,1.0,1.0,0.5,0.8,0.45,0.5,20,1,3.0,5.0,0.2,75.0,1.0,0.1,7,1.5,0.0,4.0,8.0,100.0,12,4,1.0,33997.0
1.0,0.02,5.0,0.55,0.1,8.0,0.85,0.1,50,0.0,2.5,1.0,1.0,3,200.0,0.9,1.0,1.0,1.0,10.0,2.0,2.5,1.0,1.0,0.5,0.8,0.45,0.5,20,1,3.0,5.0,0.2,75.0,1.0,0.1,7,1.5,0.0,4.0,8.0,100.0,17,3,1.0,33244.0
1.0,0.02,5.0,0.55,0.1,8.0,0.85,0.1,50,0.0,2.5,1.0,1.0,3,200.0,0.9,1.0,1.0,1.0,10.0,2.0,2.5,1.0,1.0,0.5,0.8,0.45,0.5,20,1,3.0,5.0,0.2,75.0,1.0,0.1,7,1.5,0.0,4.0,8.0,100.0,15,3,1.0,48363.0
1.0,0.02,5.0,0.55,0.1,8.0,0.85,0.1,50,0.0,2.5,1.0,1.0,3,200.0,0.9,1.0,1.0,1.0,10.0,2.0,2.5,1.0,1.0,0.5,0.8,0.45,0.5,20,1,3.0,5.0,0.2,75.0,1.0,0.1,7,1.5,0.0,4.0,8.0,100.0,17,4,1.0,23829.0
1.0,0.02,5.0,0.55,0.1,8.0,0.85,0.1,50,0.0,2.5,1.0,1.0,3,200.0,0.9,1.0,1.0,1.0,10.0,2.0,2.5,1.0,1.0,0.5,0.8,0.45,0.5,20,1,3.0,5.0,0.2,75.0,1.0,0.1,7,1.5,0.0,4.0,8.0,100.0,16,3,1.0,33453.0
1.0,0.02,5.0,0.55,0.1,8.0,0.85,0.1,50,0.0,2.5,1.0,1.0,3,200.0,0.9,1.0,1.0,1.0,10.0,2.0,2.5,1.0,1.0,0.5,0.8,0.45,0.5,20,1,3.0,5.0,0.2,75.0,1.0,0.1,7,1.5,0.0,4.0,8.0,100.0,14,3,1.0,45129.0
1.0,0.02,5.0,0.55,0.1,8.0,0.85,0.1,50,0.0,2.5,1.0,1.0,3,200.0,0.9,1.0,1.0,1.0,10.0,2.0,2.5,1.0,1.0,0.5,0.8,0.45,0.5,20,1,3.0,5.0,0.2,75.0,1.0,0.1,7,1.5,0.0,4.0,8.0,100.0,13,4,1.0,29700.0
1.0,0.02,5.0,0.55,0.1,8.0,0.85,0.1,50,0.0,2.5,1.0,1.0,3,200.0,0.9,1.0,1.0,1.0,10.0,2.0,2.5,1.0,1.0,0.5,0.8,0.45,0.5,20,1,3.0,5.0,0.2,75.0,1.0,0.1,7,1.5,0.0,4.0,8.0,100.0,18,5,1.0,44674.0
1.0,0.02,5.0,0.55,0.1,8.0,0.85,0.1,50,0.0,2.5,1.0,1.0,3,200.0,0.9,1.0,1.0,1.0,10.0,2.0,2.5,1.0,1.0,0.5,0.8,0.45,0.5,20,1,3.0,5.0,0.2,75.0,1.0,0.1,7,1.5,0.0,4.0,8.0,100.0,18,7,1.0,54040.0
1.0,0.02,5.0,0.55,0.1,8.0,0.85,0.1,50,0.0,2.5,1.0,1.0,3,200.0,0.9,1.0,1.0,1.0,10.0,2.0,2.5,1.0,1.0,0.5,0.8,0.45,0.5,20,1,3.0,5.0,0.2,75.0,1.0,0.1,7,1.5,0.0,4.0,8.0,100.0,14,3,1.0,39985.0
1.0,0.02,5.0,0.55,0.1,8.0,0.85,0.1,50,0.0,2.5,1.0,1.0,3,200.0,0.9,1.0,1.0,1.0,10.0,2.0,2.5,1.0,1.0,0.5,0.8,0.45,0.5,20,1,3.0,5.0,0.2,75.0,1.0,0.1,7,1.5,0.0,4.0,8.0,100.0,17,3,1.0,38383.0
1.0,0.02,5.0,0.55,0.1,8.0,0.85,0.1,50,0.0,2.5,1.0,1.0,3,200.0,0.9,1.0,1.0,1.0,10.0,2.0,2.5,1.0,1.0,0.5,0.8,0.45,0.5,20,1,3.0,5.0,0.2,75.0,1.0,0.1,7,1.5,0.0,4.0,8.0,100.0,13,2,1.0,40973.0
1.0,0.02,5.0,0.55,0.1,8.0,0.85,0.1,50,0.0,2.5,1.0,1.0,3,200.0,0.9,1.0,1.0,1.0,10.0,2.0,2.5,1.0,1.0,0.5,0.8,0.45,0.5,20,1,3.0,5.0,0.2,75.0,1.0,0.1,7,1.5,0.0,4.0,8.0,100.0,17,4,1.0,43774.0
1.0,0.02,5.0,0.55,0.1,8.0,0.85,0.1,50,0.0,2.5,1.0,1.0,3,200.0,0.9,1.0,1.0,1.0,10.0,2.0,2.5,1.0,1.0,0.5,0.8,0.45,0.5,20,1,3.0,5.0,0.2,75.0,1.0,0.1,7,1.5,0.0,4.0,8.0,100.0,13,2,1.0,37379.0
1.0,0.02,5.0,0.55,0.1,8.0,0.85,0.1,50,0.0,2.5,1.0,1.0,3,200.0,0.9,1.0,1.0,1.0,10.0,2.0,2.5,1.0,1.0,0.5,0.8,0.45,0.5,20,1,3.0,5.0,0.2,75.0,1.0,0.1,7,1.5,0.0,4.0,8.0,100.0,13,5,1.0,43394.0
1.0,0.02,5.0,0.55,0.1,8.0,0.85,0.1,50,0.0,2.5,1.0,1.0,3,200.0,0.9,1.0,1.0,1.0,10.0,2.0,2.5,1.0,1.0,0.5,0.8,0.45,0.5,20,1,3.0,5.0,0.2,75.0,1.0,0.1,7,1.5,0.0,4.0,8.0,100.0,16,3,1.0,49486.0
1.0,0.02,5.0,0.55,0.1,8.0,0.85,0.1,50,0.0,2.5,1.0,1.0,3,200.0,0.9,1.0,1.0,1.0,10.0,2.0,2.5,1.0,1.0,0.5,0.8,0.45,0.5,20,1,3.0,5.0,0.2,75.0,1.0,0.1,7,1.5,0.0,4.0,8.0,100.0,16,1,1.0,27591.0
1.0,0.02,5.0,0.55,0.1,8.0,0.85,0.1,50,0.0,2.5,1.0,1.0,3,200.0,0.9,1.0,1.0,1.0,10.0,2.0,2.5,1.0,1.0,0.5,0.8,0.45,0.5,20,1,3.0,5.0,0.2,75.0,1.0,0.1,7,1.5,0.0,4.0,8.0,100.0,17,1,1.0,27890.0
1.0,0.02,5.0,0.55,0.1,8.0,0.85,0.1,50,0.0,2.5,1.0,1.0,3,200.0,0.9,1.0,1.0,1.0,10.0,2.0,2.5,1.0,1.0,0.5,0.8,0.45,0.5,20,1,3.0,5.0,0.2,75.0,1.0,0.1,7,1.5,0.0,4.0,8.0,100.0,16,1,1.0,36987.0
1.0,0.02,5.0,0.55,0.1,8.0,0.85,0.1,50,0.0,2.5,1.0,1.0,3,200.0,0.9,1.0,1.0,1.0,10.0,2.0,2.5,1.0,1.0,0.5,0.8,0.45,0.5,20,1,3.0,5.0,0.2,75.0,1.0,0.1,7,1.5,0.0,4.0,8.0,100.0,16,3,1.0,31547.0
1.0,0.02,5.0,0.55,0.1,8.0,0.85,0.1,50,0.0,2.5,1.0,1.0,3,200.0,0.9,1.0,1.0,1.0,10.0,2.0,2.5,1.0,1.0,0.5,0.8,0.45,0.5,20,1,3.0,5.0,0.2,75.0,1.0,0.1,7,1.5,0.0,4.0,8.0,100.0,13,4,1.0,41279.0
1.0,0.02,5.0,0.55,0.1,8.0,0.85,0.1,50,0.0,2.5,1.0,1.0,3,200.0,0.9,1.0,1.0,1.0,10.0,2.0,2.5,1.0,1.0,0.5,0.8,0.45,0.5,20,1,3.0,5.0,0.2,75.0,1.0,0.1,7,1.5,0.0,4.0,8.0,100.0,16,4,1.0,45920.0
1.0,0.02,5.0,0.55,0.1,8.0,0.85,0.1,50,0.0,2.5,1.0,1.0,3,200.0,0.9,1.0,1.0,1.0,10.0,2.0,2.5,1.0,1.0,0.5,0.8,0.45,0.5,20,1,3.0,5.0,0.2,75.0,1.0,0.1,7,1.5,0.0,4.0,8.0,100.0,13,2,1.0,35364.0
1.0,0.02,5.0,0.55,0.1,8.0,0.85,0.1,50,0.0,2.5,1.0,1.0,3,200.0,0.9,1.0,1.0,1.0,10.0,2.0,2.5,1.0,1.0,0.5,0.8,0.45,0.5,20,1,3.0,5.0,0.2,75.0,1.0,0.1,7,1.5,0.0,4.0,8.0,100.0,19,3,1.0,48306.0
1.0,0.02,5.0,0.55,0.1,8.0,0.85,0.1,50,0.0,2.5,1.0,1.0,3,200.0,0.9,1.0,1.0,1.0,10.0,2.0,2.5,1.0,1.0,0.5,0.8,0.45,0.5,20,1,3.0,5.0,0.2,75.0,1.0,0.1,7,1.5,0.0,4.0,8.0,100.0,17,3,1.0,42405.0
1.0,0.02,5.0,0.55,0.1,8.0,0.85,0.1,50,0.0,2.5,1.0,1.0,3,200.0,0.9,1.0,1.0,1.0,10.0,2.0,2.5,1.0,1.0,0.5,0.8,0.45,0.5,20,1,3.0,5.0,0.2,75.0,1.0,0.1,7,1.5,0.0,4.0,8.0,100.0,16,1,1.0,29387.0
1.0,0.02,5.0,0.55,0.1,8.0,0.85,0.1,50,0.0,2.5,1.0,1.0,3,200.0,0.9,1.0,1.0,1.0,10.0,2.0,2.5,1.0,1.0,0.5,0.8,0.45,0.5,20,1,3.0,5.0,0.2,75.0,1.0,0.1,7,1.5,0.0,4.0,8.0,100.0,17,4,1.0,31539.0
1.0,0.02,5.0,0.55,0.1,8.0,0.85,0.1,50,0.0,2.5,1.0,1.0,3,200.0,0.9,1.0,1.0,1.0,10.0,2.0,2.5,1.0,1.0,0.5,0.8,0.45,0.5,20,1,3.0,5.0,0.2,75.0,1.0,0.1,7,1.5,0.0,4.0,8.0,100.0,20,3,1.0,42349.0
1.0,0.02,5.0,0.55,0.1,8.0,0.85,0.1,50,0.0,2.5,1.0,1.0,3,200.0,0.9,1.0,1.0,1.0,10.0,2.0,2.5,1.0,1.0,0.5,0.8,0.45,0.5,20,1,3.0,5.0,0.2,75.0,1.0,0.1,7,1.5,0.0,4.0,8.0,100.0,18,6,1.0,39518.0
1.0,0.02,5.0,0.55,0.1,8.0,0.85,0.1,50,0.0,2.5,1.0,1.0,3,200.0,0.9,1.0,1.0,1.0,10.0,2.0,2.5,1.0,1.0,0.5,0.8,0.45,0.5,20,1,3.0,5.0,0.2,75.0,1.0,0.1,7,1.5,0.0,4.0,8.0,100.0,15,4,1.0,31653.0
1.0,0.02,5.0,0.55,0.1,8.0,0.85,0.1,50,0.0,2.5,1.0,1.0,3,200.0,0.9,1.0,1.0,1.0,10.0,2.0,2.5,1.0,1.0,0.5,0.8,0.45,0.5,20,1,3.0,5.0,0.2,75.0,1.0,0.1,7,1.5,0.0,4.0,8.0,100.0,15,2,1.0,27136.0
1.0,0.02,5.0,0.55,0.1,8.0,0.85,0.1,50,0.0,2.5,1.0,1.0,3,200.0,0.9,1.0,1.0,1.0,10.0,2.0,2.5,1.0,1.0,0.5,0.8,0.45,0.5,20,1,3.0,5.0,0.2,75.0,1.0,0.1,7,1.5,0.0,4.0,8.0,100.0,18,3,1.0,41882.0
1.0,0.02,5.0,0.55,0.1,8.0,0.85,0.1,50,0.0,2.5,1.0,1.0,3,200.0,0.9,1.0,1.0,1.0,10.0,2.0,2.5,1.0,1.0,0.5,0.8,0.45,0.5,20,1,3.0,5.0,0.2,75.0,1.0,0.1,7,1.5,0.0,4.0,8.0,100.0,18,7,1.0,46893.0
1.0,0.02,5.0,0.55,0.1,8.0,0.85,0.1,50,0.0,2.5,1.0,1.0,3,200.0,0.9,1.0,1.0,1.0,10.0,2.0,2.5,1.0,1.0,0.5,0.8,0.45,0.5,20,1,3.0,5.0,0.2,75.0,1.0,0.1,7,1.5,0.0,4.0,8.0,100.0,15,5,1.0,37340.0
1.0,0.02,5.0,0.55,0.1,8.0,0.85,0.1,50,0.0,2.5,1.0,1.0,3,200.0,0.9,1.0,1.0,1.0,10.0,2.0,2.5,1.0,1.0,0.5,0.8,0.45,0.5,20,1,3.0,5.0,0.2,75.0,1.0,0.1,7,1.5,0.0,4.0,8.0,100.0,14,2,1.0,27546.0
1.0,0.02,5.0,0.55,0.1,8.0,0.85,0.1,50,0.0,2.5,1.0,1.0,3,200.0,0.9,1.0,1.0,1.0,10.0,2.0,2.5,1.0,1.0,0.5,0.8,0.45,0.5,20,1,3.0,5.0,0.2,75.0,1.0,0.1,7,1.5,0.0,4.0,8.0,100.0,12,2,1.0,34182.0
1.0,0.02,5.0,0.55,0.1,8.0,0.85,0.1,50,0.0,2.5,1.0,1.0,3,200.0,0.9,1.0,1.0,1.0,10.0,2.0,2.5,1.0,1.0,0.5,0.8,0.45,0.5,20,1,3.0,5.0,0.2,75.0,1.0,0.1,7,1.5,0.0,4.0,8.0,100.0,13,1,1.0,48514.0
1.0,0.02,5.0,0.55,0.1,8.0,0.85,0.1,50,0.0,2.5,1.0,1.0,3,200.0,0.9,1.0,1.0,1.0,10.0,2.0,2.5,1.0,1.0,0.5,0.8,0.45,0.5,20,1,3.0,5.0,0.2,75.0,1.0,0.1,7,1.5,0.0,4.0,8.0,100.0,19,4,1.0,32963.0
1.0,0.02,5.0,0.55,0.1,8.0,0.85,0.1,50,0.0,2.5,1.0,1.0,3,200.0,0.9,1.0,1.0,1.0,10.0,2.0,2.5,1.0,1.0,0.5,0.8,0.45,0.5,20,1,3.0,5.0,0.2,75.0,1.0,0.1,7,1.5,0.0,4.0,8.0,100.0,13,2,1.0,32373.0
1.0,0.02,5.0,0.55,0.1,8.0,0.85,0.1,50,0.0,2.5,1.0,1.0,3,200.0,0.9,1.0,1.0,1.0,10.0,2.0,2.5,1.0,1.0,0.5,0.8,0.45,0.5,20,1,3.0,5.0,0.2,75.0,1.0,0.1,7,1.5,0.0,4.0,8.0,100.0,19,2,1.0,34763.0
1.0,0.02,5.0,0.55,0.1,8.0,0.85,0.1,50,0.0,2.5,1.0,1.0,3,200.0,0.9,1.0,1.0,1.0,10.0,2.0,2.5,1.0,1.0,0.5,0.8,0.45,0.5,20,1,3.0,5.0,0.2,75.0,1.0,0.1,7,1.5,0.0,4.0,8.0,100.0,18,4,1.0,40263.0
1.0,0.02,5.0,0.55,0.1,8.0,0.85,0.1,50,0.0,2.5,1.0,1.0,3,200.0,0.9,1.0,1.0,1.0,10.0,2.0,2.5,1.0,1.0,0.5,0.8,0.45,0.5,20,1,3.0,5.0,0.2,75.0,1.0,0.1,7,1.5,0.0,4.0,8.0,100.0,15,2,1.0,34401.0
1.0,0.02,5.0,0.55,0.1,8.0,0.85,0.1,50,0.0,2.5,1.0,1.0,3,200.0,0.9,1.0,1.0,1.0,10.0,2.0,2.5,1.0,1.0,0.5,0.8,0.45,0.5,20,1,3.0,5.0,0.2,75.0,1.0,0.1,7,1.5,0.0,4.0,8.0,100.0,13,3,1.0,48611.0
1.0,0.02,5.0,0.55,0.1,8.0,0.85,0.1,50,0.0,2.5,1.0,1.0,3,200.0,0.9,1.0,1.0,1.0,10.0,2.0,2.5,1.0,1.0,0.5,0.8,0.45,0.5,20,1,3.0,5.0,0.2,75.0,1.0,0.1,7,1.5,0.0,4.0,8.0,100.0,17,4,1.0,31336.0
1.0,0.02,5.0,0.55,0.1,8.0,0.85,0.1,50,0.0,2.5,1.0,1.0,3,200.0,0.9,1.0,1.0,1.0,10.0,2.0,2.5,1.0,1.0,0.5,0.8,0.45,0.5,20,1,3.0,5.0,0.2,75.0,1.0,0.1,7,1.5,0.0,4.0,8.0,100.0,14,7,1.0,30184.0
1.0,0.02,5.0,0.55,0.1,8.0,0.85,0.1,50,0.0,2.5,1.0,1.0,3,200.0,0.9,1.0,1.0,1.0,10.0,2.0,2.5,1.0,1.0,0.5,0.8,0.45,0.5,20,1,3.0,5.0,0.2,75.0,1.0,0.1,7,1.5,0.0,4.0,8.0,100.0,15,2,1.0,46741.0
1.0,0.02,5.0,0.55,0.1,8.0,0.85,0.1,50,0.0,2.5,1.0,1.0,3,200.0,0.9,1.0,1.0,1.0,10.0,2.0,2.5,1.0,1.0,0.5,0.8,0.45,0.5,20,1,3.0,5.0,0.2,75.0,1.0,0.1,7,1.5,0.0,4.0,8.0,100.0,15,3,1.0,30274.0
1.0,0.02,5.0,0.55,0.1,8.0,0.85,0.1,50,0.0,2.5,1.0,1.0,3,200.0,0.9,1.0,1.0,1.0,10.0,2.0,2.5,1.0,1.0,0.5,0.8,0.45,0.5,20,1,3.0,5.0,0.2,75.0,1.0,0.1,7,1.5,0.0,4.0,8.0,100.0,16,4,1.0,53901.0
1.0,0.02,5.0,0.55,0.1,8.0,0.85,0.1,50,0.0,2.5,1.0,1.0,3,200.0,0.9,1.0,1.0,1.0,10.0,2.0,2.5,1.0,1.0,0.5,0.8,0.45,0.5,20,1,3.0,5.0,0.2,75.0,1.0,0.1,7,1.5,0.0,4.0,8.0,100.0,15,2,1.0,26847.0
1.0,0.02,5.0,0.55,0.1,8.0,0.85,0.1,50,0.0,2.5,1.0,1.0,3,200.0,0.9,1.0,1.0,1.0,10.0,2.0,2.5,1.0,1.0,0.5,0.8,0.45,0.5,20,1,3.0,5.0,0.2,75.0,1.0,0.1,7,1.5,0.0,4.0,8.0,100.0,15,5,1.0,58031.0
1.0,0.02,5.0,0.55,0.1,8.0,0.85,0.1,50,0.0,2.5,1.0,1.0,3,200.0,0.9,1.0,1.0,1.0,10.0,2.0,2.5,1.0,1.0,0.5,0.8,0.45,0.5,20,1,3.0,5.0,0.2,75.0,1.0,0.1,7,1.5,0.0,4.0,8.0,100.0,13,4,0.6666666666666666,18789.0
1.0,0.02,5.0,0.55,0.1,8.0,0.85,0.1,50,0.0,2.5,1.0,1.0,3,200.0,0.9,1.0,1.0,1.0,10.0,2.0,2.5,1.0,1.0,0.5,0.8,0.45,0.5,20,1,3.0,5.0,0.2,75.0,1.0,0.1,7,1.5,0.0,4.0,8.0,100.0,17,4,1.0,31768.0
1.0,0.02,5.0,0.55,0.1,8.0,0.85,0.1,50,0.0,2.5,1.0,1.0,3,200.0,0.9,1.0,1.0,1.0,10.0,2.0,2.5,1.0,1.0,0.5,0.8,0.45,0.5,20,1,3.0,5.0,0.2,75.0,1.0,0.1,7,1.5,0.0,4.0,8.0,100.0,11,3,1.0,33622.0
1.0,0.02,5.0,0.55,0.1,8.0,0.85,0.1,50,0.0,2.5,1.0,1.0,3,200.0,0.9,1.0,1.0,1.0,10.0,2.0,2.5,1.0,1.0,0.5,0.8,0.45,0.5,20,1,3.0,5.0,0.2,75.0,1.0,0.1,7,1.5,0.0,4.0,8.0,100.0,17,2,1.0,21228.0
1.0,0.02,5.0,0.55,0.1,8.0,0.85,0.1,50,0.0,2.5,1.0,1.0,3,200.0,0.9,1.0,1.0,1.0,10.0,2.0,2.5,1.0,1.0,0.5,0.8,0.45,0.5,20,1,3.0,5.0,0.2,75.0,1.0,0.1,7,1.5,0.0,4.0,8.0,100.0,11,2,1.0,51211.0
1.0,0.02,5.0,0.55,0.1,8.0,0.85,0.1,50,0.0,2.5,1.0,1.0,3,200.0,0.9,1.0,1.0,1.0,10.0,2.0,2.5,1.0,1.0,0.5,0.8,0.45,0.5,20,1,3.0,5.0,0.2,75.0,1.0,0.1,7,1.5,0.0,4.0,8.0,100.0,16,4,1.0,38531.0
1.0,0.02,5.0,0.55,0.1,8.0,0.85,0.1,50,0.0,2.5,1.0,1.0,3,200.0,0.9,1.0,1.0,1.0,10.0,2.0,2.5,1.0,1.0,0.5,0.8,0.45,0.5,20,1,3.0,5.0,0.2,75.0,1.0,0.1,7,1.5,0.0,4.0,8.0,100.0,15,7,1.0,31832.0
1.0,0.02,5.0,0.55,0.1,8.0,0.85,0.1,50,0.0,2.5,1.0,1.0,3,200.0,0.9,1.0,1.0,1.0,10.0,2.0,2.5,1.0,1.0,0.5,0.8,0.45,0.5,20,1,3.0,5.0,0.2,75.0,1.0,0.1,7,1.5,0.0,4.0,8.0,100.0,13,3,1.0,29494.0
1.0,0.02,5.0,0.55,0.1,8.0,0.85,0.1,50,0.0,2.5,1.0,1.0,3,200.0,0.9,1.0,1.0,1.0,10.0,2.0,2.5,1.0,1.0,0.5,0.8,0.45,0.5,20,1,3.0,5.0,0.2,75.0,1.0,0.1,7,1.5,0.0,4.0,8.0,100.0,15,2,1.0,41500.0
1.0,0.02,5.0,0.55,0.1,8.0,0.85,0.1,50,0.0,2.5,1.0,1.0,3,200.0,0.9,1.0,1.0,1.0,10.0,2.0,2.5,1.0,1.0,0.5,0.8,0.45,0.5,20,1,3.0,5.0,0.2,75.0,1.0,0.1,7,1.5,0.0,4.0,8.0,100.0,14,6,1.0,36470.0
1.0,0.02,5.0,0.55,0.1,8.0,0.85,0.1,50,0.0,2.5,1.0,1.0,3,200.0,0.9,1.0,1.0,1.0,10.0,2.0,2.5,1.0,1.0,0.5,0.8,0.45,0.5,20,1,3.0,5.0,0.2,75.0,1.0,0.1,7,1.5,0.0,4.0,8.0,100.0,13,3,1.0,49877.0
1.0,0.02,5.0,0.55,0.1,8.0,0.85,0.1,50,0.0,2.5,1.0,1.0,3,200.0,0.9,1.0,1.0,1.0,10.0,2.0,2.5,1.0,1.0,0.5,0.8,0.45,0.5,20,1,3.0,5.0,0.2,75.0,1.0,0.1,7,1.5,0.0,4.0,8.0,100.0,15,5,1.0,40502.0
1.0,0.02,5.0,0.55,0.1,8.0,0.85,0.1,50,0.0,2.5,1.0,1.0,3,200.0,0.9,1.0,1.0,1.0,10.0,2.0,2.5,1.0,1.0,0.5,0.8,0.45,0.5,20,1,3.0,5.0,0.2,75.0,1.0,0.1,7,1.5,0.0,4.0,8.0,100.0,11,2,1.0,34979.0
1.0,0.02,5.0,0.55,0.1,8.0,0.85,0.1,50,0.0,2.5,1.0,1.0,3,200.0,0.9,1.0,1.0,1.0,10.0,2.0,2.5,1.0,1.0,0.5,0.8,0.45,0.5,20,1,3.0,5.0,0.2,75.0,1.0,0.1,7,1.5,0.0,4.0,8.0,100.0,18,2,1.0,44645.0
