halite_config_setting_divisor,min_spawns_after_conversions,collect_smoothed_multiplier,collect_actual_multiplier,return_base_multiplier,establish_base_smoothed_multiplier,establish_base_deposit_multiplier,collect_run_enemy_multiplier,return_base_run_enemy_multiplier,establish_base_run_enemy_multiplier,collect_catch_enemy_multiplier,return_base_catch_enemy_multiplier,establish_base_catch_enemy_multiplier,ignore_catch_prob,max_ships,max_spawns_per_step,nearby_ship_halite_spawn_constant,nearby_halite_spawn_constant,remaining_budget_spawn_constant,spawn_score_threshold,max_spawn_relative_step_divisor,Average win rate
1.0000000000530964,2.0,0.622709752629437,6.466799410716572,4.293719158275696,0.9805562626779386,0.12806865631419742,0.008184803527521158,2.9301754610904345,1.2114532963978006,0.3043350919666077,2.630751286530566,0.5779435420647834,0.3986890034202697,19.0,2.0,1.2967364365052971,6.549008581855725,0.0945285150750746,23.145416172431606,15.121820439939482,0.06999999999999999
1.0000000000841984,0.0,0.7567332241656056,7.9908132898219195,2.1010329462712067,0.3269257539337597,0.8074258335111171,3.0672752419770686,4.319900781215973,4.349118499061632,3.607155561863524,0.3596179602305766,3.892603512820757,0.18573354502325184,19.0,5.0,1.253960316352292,15.022164454754634,0.0746889809439909,27.792232451440157,16.682630036590194,0.4866666666666666
1.0000000000711826,1.0,0.7214113092330431,6.298428220676874,4.789960479559532,0.6508032488146265,0.052423785367964784,4.989729173340561,2.8231716288579864,1.05936980808215,3.713585802696533,3.2797408500984653,3.242959641769411,0.1903144463659982,18.0,4.0,1.4302814908545392,10.703616345976164,0.0891228283162639,34.73007647809753,27.43294972667588,0.6833333333333332
1.000000000054562,0.0,0.9261174372146401,2.6923818643205206,3.582125612483363,0.5290301951266708,0.1535967226196361,0.11770024367920133,3.0507870029246527,2.0509158572948727,4.186696144169944,4.798442586999424,3.979324013414415,0.3794649308862397,14.0,4.0,0.8352504944060195,18.6692176738902,0.028825182514135364,28.977426350622363,20.507683971352808,0.12
1.000000000010628,2.0,0.4961286362252098,8.391158528707232,1.9584462997228576,0.7672814072028206,0.14146088921131253,0.3708775230165535,3.699526652831855,4.151274603511896,2.844050166723461,4.554646492744875,4.474372076582175,0.16045179584016378,19.0,4.0,0.5653300858340732,6.199272745829152,0.01032247657327185,20.422068106592004,17.06167002635023,0.1433333333333333
1.0000000000527078,2.0,0.05092971468725928,0.011773883452018687,4.464995730216876,0.3696692615117963,0.8278075363506626,0.5879167423573796,4.085580998079165,4.1933901406055245,3.3770813167575007,3.344768868306284,0.9982200726275294,0.4586293187083087,14.0,2.0,1.6247250438754657,8.662731962515904,0.026130289424830217,22.74350868769019,27.023368547400928,0.10333333333333332
1.000000000045997,0.0,0.8892730451425733,7.507007227192067,4.2721458921900535,0.6037567568910044,0.3534174700906913,4.092013703775056,0.3647165889049721,3.9304965036048105,4.872895399220449,2.9148689688282,2.2636569932097217,0.4541369220416738,14.0,4.0,0.7076558878083089,16.928727915586464,0.06712790729229565,1.7668722502817371,4.380231445008955,0.6033333333333332
1.0000000000750406,2.0,0.0902612202618407,9.99337620582779,0.4173298838258516,0.4039584844255424,0.8328105666323744,0.7171460782809875,3.1209696423799294,1.2274728023712236,2.6227132613583732,3.4266915272309686,1.0662306353004023,0.11756020747150828,17.0,2.0,0.293812949443898,0.8231715530981744,0.08987541497414088,39.23302660821125,21.437000745691712,0.15999999999999998
1.0000000000183706,2.0,0.1959540653924669,3.8956712911313764,2.7510350963960533,0.5535454121531063,0.9888029428352594,1.7330353693151948,2.5382286793557407,0.8672223521378482,1.9486795333488631,1.1080508412289929,1.3044155231432597,0.24363158847703464,13.0,2.0,1.7969076122875562,3.5927189916353197,0.07877609994828308,37.000301159172324,14.083731674935631,0.9233333333333332
1.0000000000075395,0.0,0.4760750518554753,1.7299739743900002,1.7446593004314273,0.723180412744485,0.02740858120858304,2.7301087016627457,1.918652749218433,4.201410226992433,3.7547922472947177,4.332479421238947,1.463027810415348,0.21265250555056933,15.0,5.0,1.5642102009332957,2.9266906538217223,0.002745715596011717,6.989247355372938,7.060685090554895,0.5633333333333332
1.0000000000108729,2.0,0.28376232678738866,8.144970234860523,1.3515990820995938,0.6918072012584026,0.9025771846982912,1.8236469085842173,2.03258749643896,0.0,1.9235648246374248,1.2499422272901068,2.293491677856561,0.1,14.0,3.0,1.3972704755969891,1.1015051486093597,0.07818362790409142,40.0,11.6384802230527,0.4033333333333334
1.0000000000535163,1.0,0.272274428629633,1.99952990317125,0.8607547905712963,0.4366470618162341,0.8748497536993181,5.0,4.068851690855147,4.362397773284991,0.06652600678290943,4.062834547341862,3.79783705589782,0.1741723213483206,12.0,4.0,0.4677088210947093,4.342856605207425,0.045906934256513536,6.953062812795737,1.7934737691257692,0.6133333333333334
1.0,3.0,0.0,7.639666996180048,3.2928431782486256,0.0,0.677816272502997,4.515750488603626,4.215522097803071,4.491346626585827,0.0,0.0,0.41470782915356175,0.1,20.0,1.0,0.6732597938359309,3.4000170473666738,0.04260507454015549,40.0,30.0,0.8366666666666667
1.0000000000096234,3.0,0.20594647771483493,5.2106418224458935,4.002090732109298,0.20264645271145754,0.29233172463557605,4.446023632360122,1.5966494197203105,0.8720328341000148,0.8868258238640113,0.06369417770457353,2.1804955939986908,0.4113753327390128,16.0,1.0,0.14840775260548428,11.942580746056802,0.006820438631121107,32.3561308217908,15.69765407059778,0.9266666666666664
1.0000000000206417,3.0,0.4568226191198921,1.3010894843826073,0.4970255863976658,0.17118098459734485,0.7089881783765165,1.9567474318710485,1.2442888173079152,0.0,0.0,0.8467636876637257,5.0,0.196491068794668,18.0,3.0,0.5267832324821995,20.0,0.1,13.373305280194378,18.28774164523898,0.3533333333333333
1.0000000000009723,2.0,0.10964248236842802,0.0,3.251469366401193,0.517639708178069,0.858566528337889,1.9821878371067312,2.130966420173778,0.8842319235109137,1.5714137926838825,1.3800386501129205,0.4203418679753905,0.308397223691362,11.0,1.0,2.0,3.756883947877153,0.06644847677744471,29.869517756327852,12.506451553765476,0.026666666666666658
1.000000000028762,2.0,0.19178553502072507,1.1508141587759988,3.344375417901369,0.39447708176899937,1.0,1.6394594343840252,2.8196811049783355,1.3944517513779089,1.7482178726645499,0.8925953937785809,1.3494820218664294,0.3312304406109504,14.0,2.0,1.8507416289208665,8.119324518273782,0.08557122452994426,32.59041972142384,17.010258117136225,0.99
1.000000000052376,3.0,0.92645430163009,2.8169162621177755,2.9976487886671963,0.005296015052716122,0.4032592644699447,1.6761742491002607,1.3029707252795537,4.554053908371532,4.525213393339243,1.1122441937797023,3.4728022084589125,0.4810004292523277,16.0,1.0,1.2405622940149,20.0,0.030276874683062182,0.8841743976078655,21.576863134002465,0.6733333333333333
1.0000000000145255,3.0,0.8459089424757744,0.0,2.9482084865658367,0.0,0.7261975206935173,1.5337282363386169,4.579354331773262,3.241563690436964,0.0,3.8430722724794295,0.9557625516319624,0.4898477860257666,12.0,2.0,0.8933075423177502,16.195157106117147,0.03627439488304703,4.9896532306373675,8.972632470979072,0.07666666666666666
1.0000000000344251,2.0,0.6191223331357305,0.030820190311684568,2.8114359577079586,0.31257550789683874,0.9706001320545472,1.6727120431531173,2.6288283006710684,2.73757265384695,1.3099032218567437,0.7426914733130775,1.4329587239507182,0.2837178946336414,16.0,2.0,0.21897811097068384,15.685825178925128,0.05622851117579095,36.203599328219155,29.331875551299504,0.06999999999999999
