halite_config_setting_divisor,max_ship_to_base_ratio,min_spawns_after_conversions,max_conversions_per_step,friendly_ship_halite_conversion_constant,friendly_bases_conversion_constant,nearby_halite_conversion_constant,conversion_score_threshold,halite_collect_constant,nearby_halite_move_constant,nearby_onto_halite_move_constant,nearby_ships_move_constant,nearby_base_move_constant,nearby_move_onto_base_constant,halite_dropoff_constant,max_spawns_per_step,nearby_ship_halite_spawn_constant,nearby_halite_spawn_constant,remaining_budget_spawn_constant,spawn_score_threshold,terminal_num_ships,terminal_num_bases,episode_reward,terminal_halite
593.9321535345923,4.8607574654896775,1,5,0.0006033646151231493,1.8065901239245008,0.00045062407488981603,0.9273255210020586,0.11646460884401352,0.0040692023360723775,0.02574191194489452,0.032721782443757286,0.047379007500858564,0.010212514740734658,0.0915196536533548,5,0.0021791245849667553,0.0048563104590451074,0.0015614031216505805,8.5709598419428,50,11,1.0,8992.0
593.9321535345923,4.8607574654896775,1,5,0.0006033646151231493,1.8065901239245008,0.00045062407488981603,0.9273255210020586,0.11646460884401352,0.0040692023360723775,0.02574191194489452,0.032721782443757286,0.047379007500858564,0.010212514740734658,0.0915196536533548,5,0.0021791245849667553,0.0048563104590451074,0.0015614031216505805,8.5709598419428,2,3,0.0,164.0
593.9321535345923,4.8607574654896775,1,5,0.0006033646151231493,1.8065901239245008,0.00045062407488981603,0.9273255210020586,0.11646460884401352,0.0040692023360723775,0.02574191194489452,0.032721782443757286,0.047379007500858564,0.010212514740734658,0.0915196536533548,5,0.0021791245849667553,0.0048563104590451074,0.0015614031216505805,8.5709598419428,5,2,1.0,4999.0
593.9321535345923,4.8607574654896775,1,5,0.0006033646151231493,1.8065901239245008,0.00045062407488981603,0.9273255210020586,0.11646460884401352,0.0040692023360723775,0.02574191194489452,0.032721782443757286,0.047379007500858564,0.010212514740734658,0.0915196536533548,5,0.0021791245849667553,0.0048563104590451074,0.0015614031216505805,8.5709598419428,11,3,1.0,10531.0
593.9321535345923,4.8607574654896775,1,5,0.0006033646151231493,1.8065901239245008,0.00045062407488981603,0.9273255210020586,0.11646460884401352,0.0040692023360723775,0.02574191194489452,0.032721782443757286,0.047379007500858564,0.010212514740734658,0.0915196536533548,5,0.0021791245849667553,0.0048563104590451074,0.0015614031216505805,8.5709598419428,1,1,0.6666666666666666,6204.0
917.9593465714644,5.262095275074275,1,5,0.00038297924296728185,1.6538936086167406,2.151639147065725e-05,-0.1519354962203161,0.06855881317568878,0.0028076485883889663,0.011256540176926582,0.04835930887453895,0.015125093789452837,0.01127566639491952,0.05535803445324936,2,0.002813268093581744,0.0019041597825892207,0.003721080604184119,5.700953397142267,9,2,0.6666666666666666,5825.0
917.9593465714644,5.262095275074275,1,5,0.00038297924296728185,1.6538936086167406,2.151639147065725e-05,-0.1519354962203161,0.06855881317568878,0.0028076485883889663,0.011256540176926582,0.04835930887453895,0.015125093789452837,0.01127566639491952,0.05535803445324936,2,0.002813268093581744,0.0019041597825892207,0.003721080604184119,5.700953397142267,13,3,0.6666666666666666,6253.0
917.9593465714644,5.262095275074275,1,5,0.00038297924296728185,1.6538936086167406,2.151639147065725e-05,-0.1519354962203161,0.06855881317568878,0.0028076485883889663,0.011256540176926582,0.04835930887453895,0.015125093789452837,0.01127566639491952,0.05535803445324936,2,0.002813268093581744,0.0019041597825892207,0.003721080604184119,5.700953397142267,5,1,0.3333333333333333,5754.0
917.9593465714644,5.262095275074275,1,5,0.00038297924296728185,1.6538936086167406,2.151639147065725e-05,-0.1519354962203161,0.06855881317568878,0.0028076485883889663,0.011256540176926582,0.04835930887453895,0.015125093789452837,0.01127566639491952,0.05535803445324936,2,0.002813268093581744,0.0019041597825892207,0.003721080604184119,5.700953397142267,6,2,0.3333333333333333,4148.0
917.9593465714644,5.262095275074275,1,5,0.00038297924296728185,1.6538936086167406,2.151639147065725e-05,-0.1519354962203161,0.06855881317568878,0.0028076485883889663,0.011256540176926582,0.04835930887453895,0.015125093789452837,0.01127566639491952,0.05535803445324936,2,0.002813268093581744,0.0019041597825892207,0.003721080604184119,5.700953397142267,9,2,1.0,2629.0
402.4920397598986,5.522712492188318,1,8,0.0006228607823745893,3.8679750379459685,0.0005907495498829723,0.3513782952885336,0.1546477142955078,0.0020027236591427847,0.028970705239707007,0.04691026440901462,0.03068859838059785,0.029308439711677712,0.1855884944803411,6,0.004337388372723669,0.0036823050718481727,0.004899959249106179,2.3090631833032056,3,1,0.6666666666666666,5413.0
402.4920397598986,5.522712492188318,1,8,0.0006228607823745893,3.8679750379459685,0.0005907495498829723,0.3513782952885336,0.1546477142955078,0.0020027236591427847,0.028970705239707007,0.04691026440901462,0.03068859838059785,0.029308439711677712,0.1855884944803411,6,0.004337388372723669,0.0036823050718481727,0.004899959249106179,2.3090631833032056,10,3,0.0,887.0
402.4920397598986,5.522712492188318,1,8,0.0006228607823745893,3.8679750379459685,0.0005907495498829723,0.3513782952885336,0.1546477142955078,0.0020027236591427847,0.028970705239707007,0.04691026440901462,0.03068859838059785,0.029308439711677712,0.1855884944803411,6,0.004337388372723669,0.0036823050718481727,0.004899959249106179,2.3090631833032056,5,1,0.3333333333333333,4229.0
402.4920397598986,5.522712492188318,1,8,0.0006228607823745893,3.8679750379459685,0.0005907495498829723,0.3513782952885336,0.1546477142955078,0.0020027236591427847,0.028970705239707007,0.04691026440901462,0.03068859838059785,0.029308439711677712,0.1855884944803411,6,0.004337388372723669,0.0036823050718481727,0.004899959249106179,2.3090631833032056,8,2,0.6666666666666666,6643.0
402.4920397598986,5.522712492188318,1,8,0.0006228607823745893,3.8679750379459685,0.0005907495498829723,0.3513782952885336,0.1546477142955078,0.0020027236591427847,0.028970705239707007,0.04691026440901462,0.03068859838059785,0.029308439711677712,0.1855884944803411,6,0.004337388372723669,0.0036823050718481727,0.004899959249106179,2.3090631833032056,4,1,0.0,7373.0
735.7695199003099,2.0983080972278643,2,6,0.00026126186350254534,1.1479652121517123,0.0003265647991289838,0.9111367879608416,0.08946756928755809,0.003418264400751718,0.01500457423298554,0.03535926612029533,0.03231420552946305,0.009975500101596093,0.0969055083895546,9,0.001709797729816464,0.0005316654479557302,0.0013315046903665472,7.424157275191297,0,1,0.0,3000.0
735.7695199003099,2.0983080972278643,2,6,0.00026126186350254534,1.1479652121517123,0.0003265647991289838,0.9111367879608416,0.08946756928755809,0.003418264400751718,0.01500457423298554,0.03535926612029533,0.03231420552946305,0.009975500101596093,0.0969055083895546,9,0.001709797729816464,0.0005316654479557302,0.0013315046903665472,7.424157275191297,0,1,0.0,3000.0
735.7695199003099,2.0983080972278643,2,6,0.00026126186350254534,1.1479652121517123,0.0003265647991289838,0.9111367879608416,0.08946756928755809,0.003418264400751718,0.01500457423298554,0.03535926612029533,0.03231420552946305,0.009975500101596093,0.0969055083895546,9,0.001709797729816464,0.0005316654479557302,0.0013315046903665472,7.424157275191297,0,3,0.6666666666666666,4628.0
735.7695199003099,2.0983080972278643,2,6,0.00026126186350254534,1.1479652121517123,0.0003265647991289838,0.9111367879608416,0.08946756928755809,0.003418264400751718,0.01500457423298554,0.03535926612029533,0.03231420552946305,0.009975500101596093,0.0969055083895546,9,0.001709797729816464,0.0005316654479557302,0.0013315046903665472,7.424157275191297,0,2,0.6666666666666666,3537.0
735.7695199003099,2.0983080972278643,2,6,0.00026126186350254534,1.1479652121517123,0.0003265647991289838,0.9111367879608416,0.08946756928755809,0.003418264400751718,0.01500457423298554,0.03535926612029533,0.03231420552946305,0.009975500101596093,0.0969055083895546,9,0.001709797729816464,0.0005316654479557302,0.0013315046903665472,7.424157275191297,43,22,0.6666666666666666,15806.0
485.54066179527047,5.6926360846949615,1,8,0.0009728347216500053,2.8081361657971327,0.0004813073237546032,0.5832290756338758,0.18776396013240693,0.002616788137347873,0.03984797467917285,0.028783525619188063,0.02141733910484488,0.026196309105942832,0.16929549566620045,7,0.0016966141424173446,0.003292854205011568,0.0021929831948220508,8.488151747625045,11,3,0.6666666666666666,6714.0
485.54066179527047,5.6926360846949615,1,8,0.0009728347216500053,2.8081361657971327,0.0004813073237546032,0.5832290756338758,0.18776396013240693,0.002616788137347873,0.03984797467917285,0.028783525619188063,0.02141733910484488,0.026196309105942832,0.16929549566620045,7,0.0016966141424173446,0.003292854205011568,0.0021929831948220508,8.488151747625045,6,2,0.3333333333333333,4359.0
485.54066179527047,5.6926360846949615,1,8,0.0009728347216500053,2.8081361657971327,0.0004813073237546032,0.5832290756338758,0.18776396013240693,0.002616788137347873,0.03984797467917285,0.028783525619188063,0.02141733910484488,0.026196309105942832,0.16929549566620045,7,0.0016966141424173446,0.003292854205011568,0.0021929831948220508,8.488151747625045,7,2,0.6666666666666666,4160.0
485.54066179527047,5.6926360846949615,1,8,0.0009728347216500053,2.8081361657971327,0.0004813073237546032,0.5832290756338758,0.18776396013240693,0.002616788137347873,0.03984797467917285,0.028783525619188063,0.02141733910484488,0.026196309105942832,0.16929549566620045,7,0.0016966141424173446,0.003292854205011568,0.0021929831948220508,8.488151747625045,3,2,1.0,3290.0
485.54066179527047,5.6926360846949615,1,8,0.0009728347216500053,2.8081361657971327,0.0004813073237546032,0.5832290756338758,0.18776396013240693,0.002616788137347873,0.03984797467917285,0.028783525619188063,0.02141733910484488,0.026196309105942832,0.16929549566620045,7,0.0016966141424173446,0.003292854205011568,0.0021929831948220508,8.488151747625045,8,3,0.6666666666666666,4150.0
161.50273969496288,4.003312760006486,0,5,0.0013254881722585766,1.4881174497423384,0.0005888760711290184,0.15721996023420035,0.5212300124237668,0.005897722141518365,0.0699531552654904,0.012352348837378485,0.12008354262221033,0.04824656541252508,0.3124553788158361,6,0.009411262334776613,0.012997086499207746,0.003841932679501805,5.0828276784362645,17,6,0.0,1552.0
161.50273969496288,4.003312760006486,0,5,0.0013254881722585766,1.4881174497423384,0.0005888760711290184,0.15721996023420035,0.5212300124237668,0.005897722141518365,0.0699531552654904,0.012352348837378485,0.12008354262221033,0.04824656541252508,0.3124553788158361,6,0.009411262334776613,0.012997086499207746,0.003841932679501805,5.0828276784362645,4,6,0.0,2064.0
161.50273969496288,4.003312760006486,0,5,0.0013254881722585766,1.4881174497423384,0.0005888760711290184,0.15721996023420035,0.5212300124237668,0.005897722141518365,0.0699531552654904,0.012352348837378485,0.12008354262221033,0.04824656541252508,0.3124553788158361,6,0.009411262334776613,0.012997086499207746,0.003841932679501805,5.0828276784362645,6,2,0.0,1701.0
