halite_config_setting_divisor,max_ship_to_base_ratio,min_spawns_after_conversions,max_conversions_per_step,ship_halite_cargo_conversion_bonus_constant,friendly_ship_halite_conversion_constant,friendly_bases_conversion_constant,nearby_halite_conversion_constant,conversion_score_threshold,halite_collect_constant,nearby_halite_move_constant,nearby_onto_halite_move_constant,nearby_ships_move_constant,nearby_base_move_constant,nearby_move_onto_base_constant,halite_dropoff_constant,max_spawns_per_step,nearby_ship_halite_spawn_constant,nearby_halite_spawn_constant,remaining_budget_spawn_constant,spawn_score_threshold,terminal_num_ships,terminal_num_bases,episode_reward,terminal_halite
3061.9283299042945,8.056477053261483,2,7,4.293719158275696,0.29416687880338155,11.280686563141973,0.00016369607055042318,5.86035092218087,4.8458131855912026,0.1217340367866431,2.104601029224453,0.0057794354206478354,14.934450171013482,9.071947163471133,8.813674276008172,7,0.6549008581855725,1.888337042348461,0.013679531064661856,19.478373020606178,6,1,0.6666666666666666,1522.0
3061.9283299042945,8.056477053261483,2,7,4.293719158275696,0.29416687880338155,11.280686563141973,0.00016369607055042318,5.86035092218087,4.8458131855912026,0.1217340367866431,2.104601029224453,0.0057794354206478354,14.934450171013482,9.071947163471133,8.813674276008172,7,0.6549008581855725,1.888337042348461,0.013679531064661856,19.478373020606178,7,1,1.0,8102.0
3061.9283299042945,8.056477053261483,2,7,4.293719158275696,0.29416687880338155,11.280686563141973,0.00016369607055042318,5.86035092218087,4.8458131855912026,0.1217340367866431,2.104601029224453,0.0057794354206478354,14.934450171013482,9.071947163471133,8.813674276008172,7,0.6549008581855725,1.888337042348461,0.013679531064661856,19.478373020606178,6,1,0.6666666666666666,4599.0
3061.9283299042945,8.056477053261483,2,7,4.293719158275696,0.29416687880338155,11.280686563141973,0.00016369607055042318,5.86035092218087,4.8458131855912026,0.1217340367866431,2.104601029224453,0.0057794354206478354,14.934450171013482,9.071947163471133,8.813674276008172,7,0.6549008581855725,1.888337042348461,0.013679531064661856,19.478373020606178,5,1,1.0,12782.0
3061.9283299042945,8.056477053261483,2,7,4.293719158275696,0.29416687880338155,11.280686563141973,0.00016369607055042318,5.86035092218087,4.8458131855912026,0.1217340367866431,2.104601029224453,0.0057794354206478354,14.934450171013482,9.071947163471133,8.813674276008172,7,0.6549008581855725,1.888337042348461,0.013679531064661856,19.478373020606178,6,1,0.0,2976.0
3061.9283299042945,8.056477053261483,2,7,4.293719158275696,0.29416687880338155,11.280686563141973,0.00016369607055042318,5.86035092218087,4.8458131855912026,0.1217340367866431,2.104601029224453,0.0057794354206478354,14.934450171013482,9.071947163471133,8.813674276008172,7,0.6549008581855725,1.888337042348461,0.013679531064661856,19.478373020606178,8,1,0.3333333333333333,3116.0
3061.9283299042945,8.056477053261483,2,7,4.293719158275696,0.29416687880338155,11.280686563141973,0.00016369607055042318,5.86035092218087,4.8458131855912026,0.1217340367866431,2.104601029224453,0.0057794354206478354,14.934450171013482,9.071947163471133,8.813674276008172,7,0.6549008581855725,1.888337042348461,0.013679531064661856,19.478373020606178,16,2,1.0,22985.0
3061.9283299042945,8.056477053261483,2,7,4.293719158275696,0.29416687880338155,11.280686563141973,0.00016369607055042318,5.86035092218087,4.8458131855912026,0.1217340367866431,2.104601029224453,0.0057794354206478354,14.934450171013482,9.071947163471133,8.813674276008172,7,0.6549008581855725,1.888337042348461,0.013679531064661856,19.478373020606178,4,1,0.0,3397.0
3061.9283299042945,8.056477053261483,2,7,4.293719158275696,0.29416687880338155,11.280686563141973,0.00016369607055042318,5.86035092218087,4.8458131855912026,0.1217340367866431,2.104601029224453,0.0057794354206478354,14.934450171013482,9.071947163471133,8.813674276008172,7,0.6549008581855725,1.888337042348461,0.013679531064661856,19.478373020606178,6,1,1.0,7902.0
3061.9283299042945,8.056477053261483,2,7,4.293719158275696,0.29416687880338155,11.280686563141973,0.00016369607055042318,5.86035092218087,4.8458131855912026,0.1217340367866431,2.104601029224453,0.0057794354206478354,14.934450171013482,9.071947163471133,8.813674276008172,7,0.6549008581855725,1.888337042348461,0.013679531064661856,19.478373020606178,5,1,0.3333333333333333,3899.0
3061.9283299042945,8.056477053261483,2,7,4.293719158275696,0.29416687880338155,11.280686563141973,0.00016369607055042318,5.86035092218087,4.8458131855912026,0.1217340367866431,2.104601029224453,0.0057794354206478354,14.934450171013482,9.071947163471133,8.813674276008172,7,0.6549008581855725,1.888337042348461,0.013679531064661856,19.478373020606178,5,1,0.6666666666666666,8974.0
3061.9283299042945,8.056477053261483,2,7,4.293719158275696,0.29416687880338155,11.280686563141973,0.00016369607055042318,5.86035092218087,4.8458131855912026,0.1217340367866431,2.104601029224453,0.0057794354206478354,14.934450171013482,9.071947163471133,8.813674276008172,7,0.6549008581855725,1.888337042348461,0.013679531064661856,19.478373020606178,5,1,0.6666666666666666,4843.0
3061.9283299042945,8.056477053261483,2,7,4.293719158275696,0.29416687880338155,11.280686563141973,0.00016369607055042318,5.86035092218087,4.8458131855912026,0.1217340367866431,2.104601029224453,0.0057794354206478354,14.934450171013482,9.071947163471133,8.813674276008172,7,0.6549008581855725,1.888337042348461,0.013679531064661856,19.478373020606178,6,1,1.0,7435.0
3061.9283299042945,8.056477053261483,2,7,4.293719158275696,0.29416687880338155,11.280686563141973,0.00016369607055042318,5.86035092218087,4.8458131855912026,0.1217340367866431,2.104601029224453,0.0057794354206478354,14.934450171013482,9.071947163471133,8.813674276008172,7,0.6549008581855725,1.888337042348461,0.013679531064661856,19.478373020606178,6,1,0.6666666666666666,4397.0
3061.9283299042945,8.056477053261483,2,7,4.293719158275696,0.29416687880338155,11.280686563141973,0.00016369607055042318,5.86035092218087,4.8458131855912026,0.1217340367866431,2.104601029224453,0.0057794354206478354,14.934450171013482,9.071947163471133,8.813674276008172,7,0.6549008581855725,1.888337042348461,0.013679531064661856,19.478373020606178,8,1,0.3333333333333333,5350.0
3061.9283299042945,8.056477053261483,2,7,4.293719158275696,0.29416687880338155,11.280686563141973,0.00016369607055042318,5.86035092218087,4.8458131855912026,0.1217340367866431,2.104601029224453,0.0057794354206478354,14.934450171013482,9.071947163471133,8.813674276008172,7,0.6549008581855725,1.888337042348461,0.013679531064661856,19.478373020606178,8,1,1.0,8052.0
3061.9283299042945,8.056477053261483,2,7,4.293719158275696,0.29416687880338155,11.280686563141973,0.00016369607055042318,5.86035092218087,4.8458131855912026,0.1217340367866431,2.104601029224453,0.0057794354206478354,14.934450171013482,9.071947163471133,8.813674276008172,7,0.6549008581855725,1.888337042348461,0.013679531064661856,19.478373020606178,12,2,1.0,9327.0
3061.9283299042945,8.056477053261483,2,7,4.293719158275696,0.29416687880338155,11.280686563141973,0.00016369607055042318,5.86035092218087,4.8458131855912026,0.1217340367866431,2.104601029224453,0.0057794354206478354,14.934450171013482,9.071947163471133,8.813674276008172,7,0.6549008581855725,1.888337042348461,0.013679531064661856,19.478373020606178,7,1,0.6666666666666666,2341.0
3061.9283299042945,8.056477053261483,2,7,4.293719158275696,0.29416687880338155,11.280686563141973,0.00016369607055042318,5.86035092218087,4.8458131855912026,0.1217340367866431,2.104601029224453,0.0057794354206478354,14.934450171013482,9.071947163471133,8.813674276008172,7,0.6549008581855725,1.888337042348461,0.013679531064661856,19.478373020606178,8,1,0.6666666666666666,6118.0
