Time stamp,Average reward self play,Average evaluation reward,Experience buffer size,Data rules path
2020-04-22 03:40:10.455540,0.4799999999999999,0.2916666666666667,10000,/home/tom/Kaggle/Halite/Logic/../Rule agents/Rule based with evolution/iteration_19.json
2020-04-22 03:43:13.257283,0.4066666666666668,0.4566666666666666,10000,/home/tom/Kaggle/Halite/Logic/../Rule agents/Rule based with evolution/iteration_19.json
2020-04-22 03:46:23.638603,0.4766666666666668,0.4500000000000001,10000,/home/tom/Kaggle/Halite/Logic/../Rule agents/Rule based with evolution/iteration_19.json
2020-04-22 03:49:29.203675,0.4300000000000001,0.4233333333333332,10000,/home/tom/Kaggle/Halite/Logic/../Rule agents/Rule based with evolution/iteration_19.json
2020-04-22 03:52:19.681260,0.4433333333333336,0.4966666666666667,10000,/home/tom/Kaggle/Halite/Logic/../Rule agents/Rule based with evolution/iteration_19.json
2020-04-22 03:55:16.625079,0.5333333333333333,0.3499999999999999,10000,/home/tom/Kaggle/Halite/Logic/../Rule agents/Rule based with evolution/iteration_19.json
2020-04-22 03:58:08.431474,0.3199999999999999,0.43,10000,/home/tom/Kaggle/Halite/Logic/../Rule agents/Rule based with evolution/iteration_19.json
2020-04-22 04:00:56.607385,0.33333333333333337,0.31666666666666665,10000,/home/tom/Kaggle/Halite/Logic/../Rule agents/Rule based with evolution/iteration_19.json
2020-04-22 04:03:43.509935,0.5066666666666666,0.3566666666666667,10000,/home/tom/Kaggle/Halite/Logic/../Rule agents/Rule based with evolution/iteration_19.json
2020-04-22 04:06:31.708002,0.3466666666666668,0.5033333333333332,10000,/home/tom/Kaggle/Halite/Logic/../Rule agents/Rule based with evolution/iteration_19.json
2020-04-22 04:09:19.160996,0.5733333333333334,0.3316666666666667,10000,/home/tom/Kaggle/Halite/Logic/../Rule agents/Rule based with evolution/iteration_19.json
2020-04-22 04:12:05.912323,0.3733333333333335,0.5933333333333332,10000,/home/tom/Kaggle/Halite/Logic/../Rule agents/Rule based with evolution/iteration_19.json
2020-04-22 04:14:53.517915,0.3933333333333333,0.4600000000000001,10000,/home/tom/Kaggle/Halite/Logic/../Rule agents/Rule based with evolution/iteration_19.json
2020-04-22 04:17:44.222001,0.3733333333333334,0.4633333333333334,10000,/home/tom/Kaggle/Halite/Logic/../Rule agents/Rule based with evolution/iteration_19.json
2020-04-22 04:20:50.645705,0.4033333333333334,0.5400000000000001,10000,/home/tom/Kaggle/Halite/Logic/../Rule agents/Rule based with evolution/iteration_19.json
2020-04-22 04:24:00.617598,0.4066666666666668,0.3883333333333336,10000,/home/tom/Kaggle/Halite/Logic/../Rule agents/Rule based with evolution/iteration_19.json
2020-04-22 04:27:11.347357,0.4433333333333334,0.5533333333333332,10000,/home/tom/Kaggle/Halite/Logic/../Rule agents/Rule based with evolution/iteration_19.json
2020-04-22 04:29:57.667507,0.5666666666666668,0.5233333333333333,10000,/home/tom/Kaggle/Halite/Logic/../Rule agents/Rule based with evolution/iteration_19.json
2020-04-22 04:32:44.810962,0.41333333333333344,0.4450000000000001,10000,/home/tom/Kaggle/Halite/Logic/../Rule agents/Rule based with evolution/iteration_19.json
2020-04-22 04:35:35.387130,0.5033333333333332,0.4433333333333334,10000,/home/tom/Kaggle/Halite/Logic/../Rule agents/Rule based with evolution/iteration_19.json
2020-04-22 04:38:26.157149,0.5866666666666667,0.3800000000000001,10000,/home/tom/Kaggle/Halite/Logic/../Rule agents/Rule based with evolution/iteration_19.json
2020-04-22 04:41:15.685657,0.3899999999999999,0.32333333333333336,10000,/home/tom/Kaggle/Halite/Logic/../Rule agents/Rule based with evolution/iteration_19.json
2020-04-22 04:44:06.697914,0.4666666666666667,0.3866666666666667,10000,/home/tom/Kaggle/Halite/Logic/../Rule agents/Rule based with evolution/iteration_19.json
2020-04-22 04:46:53.219567,0.5000000000000001,0.37,10000,/home/tom/Kaggle/Halite/Logic/../Rule agents/Rule based with evolution/iteration_19.json
2020-04-22 04:49:38.631763,0.3566666666666667,0.24,10000,/home/tom/Kaggle/Halite/Logic/../Rule agents/Rule based with evolution/iteration_19.json
2020-04-22 04:52:29.607358,0.5566666666666669,0.42,10000,/home/tom/Kaggle/Halite/Logic/../Rule agents/Rule based with evolution/iteration_19.json
2020-04-22 04:55:19.629716,0.4733333333333335,0.5333333333333334,10000,/home/tom/Kaggle/Halite/Logic/../Rule agents/Rule based with evolution/iteration_19.json
2020-04-22 04:58:11.226700,0.615,0.4800000000000002,10000,/home/tom/Kaggle/Halite/Logic/../Rule agents/Rule based with evolution/iteration_19.json
2020-04-22 05:01:04.746273,0.4833333333333335,0.4566666666666667,10000,/home/tom/Kaggle/Halite/Logic/../Rule agents/Rule based with evolution/iteration_19.json
2020-04-22 05:04:10.950482,0.4233333333333335,0.4016666666666667,10000,/home/tom/Kaggle/Halite/Logic/../Rule agents/Rule based with evolution/iteration_19.json
2020-04-22 05:07:19.625427,0.4533333333333333,0.53,10000,/home/tom/Kaggle/Halite/Logic/../Rule agents/Rule based with evolution/iteration_19.json
2020-04-22 05:10:35.020113,0.38,0.5533333333333335,10000,/home/tom/Kaggle/Halite/Logic/../Rule agents/Rule based with evolution/iteration_19.json
2020-04-22 05:13:24.052959,0.3299999999999999,0.5433333333333333,10000,/home/tom/Kaggle/Halite/Logic/../Rule agents/Rule based with evolution/iteration_19.json
2020-04-22 05:16:16.702070,0.4666666666666668,0.5333333333333333,10000,/home/tom/Kaggle/Halite/Logic/../Rule agents/Rule based with evolution/iteration_19.json
2020-04-22 05:19:05.494485,0.4683333333333333,0.4366666666666669,10000,/home/tom/Kaggle/Halite/Logic/../Rule agents/Rule based with evolution/iteration_19.json
2020-04-22 05:21:53.348676,0.3616666666666668,0.3216666666666665,10000,/home/tom/Kaggle/Halite/Logic/../Rule agents/Rule based with evolution/iteration_19.json
2020-04-22 05:24:41.211279,0.4500000000000001,0.4533333333333331,10000,/home/tom/Kaggle/Halite/Logic/../Rule agents/Rule based with evolution/iteration_19.json
2020-04-22 05:27:33.167296,0.4350000000000001,0.6133333333333334,10000,/home/tom/Kaggle/Halite/Logic/../Rule agents/Rule based with evolution/iteration_19.json
2020-04-22 05:30:23.107087,0.37,0.5766666666666668,10000,/home/tom/Kaggle/Halite/Logic/../Rule agents/Rule based with evolution/iteration_19.json
2020-04-22 05:33:18.856980,0.3633333333333333,0.4600000000000001,10000,/home/tom/Kaggle/Halite/Logic/../Rule agents/Rule based with evolution/iteration_19.json
2020-04-22 05:36:11.274548,0.4900000000000002,0.4966666666666666,10000,/home/tom/Kaggle/Halite/Logic/../Rule agents/Rule based with evolution/iteration_19.json
2020-04-22 05:39:04.461613,0.3833333333333335,0.4433333333333332,10000,/home/tom/Kaggle/Halite/Logic/../Rule agents/Rule based with evolution/iteration_19.json
2020-04-22 05:41:54.111231,0.3533333333333333,0.4233333333333333,10000,/home/tom/Kaggle/Halite/Logic/../Rule agents/Rule based with evolution/iteration_19.json
2020-04-22 05:44:41.194279,0.3899999999999999,0.3933333333333334,10000,/home/tom/Kaggle/Halite/Logic/../Rule agents/Rule based with evolution/iteration_19.json
2020-04-22 05:47:36.361713,0.3800000000000001,0.3733333333333333,10000,/home/tom/Kaggle/Halite/Logic/../Rule agents/Rule based with evolution/iteration_19.json
2020-04-22 05:50:44.840549,0.5,0.4666666666666666,10000,/home/tom/Kaggle/Halite/Logic/../Rule agents/Rule based with evolution/iteration_19.json
2020-04-22 05:53:56.828162,0.46,0.3866666666666668,10000,/home/tom/Kaggle/Halite/Logic/../Rule agents/Rule based with evolution/iteration_19.json
2020-04-22 05:57:18.783652,0.3899999999999999,0.4866666666666667,10000,/home/tom/Kaggle/Halite/Logic/../Rule agents/Rule based with evolution/iteration_19.json
2020-04-22 06:00:07.975236,0.6233333333333335,0.5866666666666667,10000,/home/tom/Kaggle/Halite/Logic/../Rule agents/Rule based with evolution/iteration_19.json
2020-04-22 06:03:06.639168,0.5299999999999998,0.4600000000000001,10000,/home/tom/Kaggle/Halite/Logic/../Rule agents/Rule based with evolution/iteration_19.json
2020-04-22 06:06:00.158137,0.33666666666666645,0.5233333333333333,10000,/home/tom/Kaggle/Halite/Logic/../Rule agents/Rule based with evolution/iteration_19.json
2020-04-22 06:08:49.541974,0.5433333333333334,0.5099999999999999,10000,/home/tom/Kaggle/Halite/Logic/../Rule agents/Rule based with evolution/iteration_19.json
2020-04-22 06:11:42.440643,0.4533333333333337,0.5299999999999999,10000,/home/tom/Kaggle/Halite/Logic/../Rule agents/Rule based with evolution/iteration_19.json
2020-04-22 06:14:33.965296,0.4566666666666668,0.57,10000,/home/tom/Kaggle/Halite/Logic/../Rule agents/Rule based with evolution/iteration_19.json
2020-04-22 06:17:29.531540,0.4966666666666669,0.6100000000000002,10000,/home/tom/Kaggle/Halite/Logic/../Rule agents/Rule based with evolution/iteration_19.json
2020-04-22 06:20:23.152608,0.56,0.4533333333333334,10000,/home/tom/Kaggle/Halite/Logic/../Rule agents/Rule based with evolution/iteration_19.json
2020-04-22 06:23:21.648263,0.5533333333333333,0.4700000000000002,10000,/home/tom/Kaggle/Halite/Logic/../Rule agents/Rule based with evolution/iteration_19.json
2020-04-22 06:26:21.775628,0.5133333333333335,0.5666666666666668,10000,/home/tom/Kaggle/Halite/Logic/../Rule agents/Rule based with evolution/iteration_19.json
2020-04-22 06:29:20.560112,0.4800000000000002,0.5133333333333333,10000,/home/tom/Kaggle/Halite/Logic/../Rule agents/Rule based with evolution/iteration_19.json
2020-04-22 06:32:17.787068,0.5,0.4166666666666667,10000,/home/tom/Kaggle/Halite/Logic/../Rule agents/Rule based with evolution/iteration_19.json
2020-04-22 06:35:11.504462,0.4633333333333334,0.4766666666666667,10000,/home/tom/Kaggle/Halite/Logic/../Rule agents/Rule based with evolution/iteration_19.json
2020-04-22 06:38:07.480879,0.4383333333333333,0.43333333333333335,10000,/home/tom/Kaggle/Halite/Logic/../Rule agents/Rule based with evolution/iteration_19.json
2020-04-22 06:41:25.378138,0.4966666666666666,0.52,10000,/home/tom/Kaggle/Halite/Logic/../Rule agents/Rule based with evolution/iteration_19.json
2020-04-22 06:44:45.159055,0.4466666666666668,0.4583333333333332,10000,/home/tom/Kaggle/Halite/Logic/../Rule agents/Rule based with evolution/iteration_19.json
2020-04-22 06:48:09.633167,0.41333333333333344,0.35666666666666663,10000,/home/tom/Kaggle/Halite/Logic/../Rule agents/Rule based with evolution/iteration_19.json
2020-04-22 06:51:02.575806,0.40333333333333343,0.5933333333333334,10000,/home/tom/Kaggle/Halite/Logic/../Rule agents/Rule based with evolution/iteration_19.json
2020-04-22 06:54:00.406051,0.3283333333333332,0.4433333333333333,10000,/home/tom/Kaggle/Halite/Logic/../Rule agents/Rule based with evolution/iteration_19.json
2020-04-22 06:57:00.164870,0.5566666666666666,0.51,10000,/home/tom/Kaggle/Halite/Logic/../Rule agents/Rule based with evolution/iteration_19.json
2020-04-22 06:59:54.729432,0.4066666666666666,0.3933333333333336,10000,/home/tom/Kaggle/Halite/Logic/../Rule agents/Rule based with evolution/iteration_19.json
2020-04-22 07:02:50.332170,0.5066666666666667,0.5,10000,/home/tom/Kaggle/Halite/Logic/../Rule agents/Rule based with evolution/iteration_19.json
2020-04-22 07:05:44.648310,0.4400000000000001,0.35999999999999993,10000,/home/tom/Kaggle/Halite/Logic/../Rule agents/Rule based with evolution/iteration_19.json
2020-04-22 07:08:36.725417,0.4433333333333336,0.4833333333333335,10000,/home/tom/Kaggle/Halite/Logic/../Rule agents/Rule based with evolution/iteration_19.json
2020-04-22 07:11:31.328099,0.5000000000000002,0.5200000000000002,10000,/home/tom/Kaggle/Halite/Logic/../Rule agents/Rule based with evolution/iteration_19.json
2020-04-22 07:14:28.955349,0.4933333333333334,0.3066666666666666,10000,/home/tom/Kaggle/Halite/Logic/../Rule agents/Rule based with evolution/iteration_19.json
2020-04-22 07:17:20.234836,0.21333333333333326,0.5566666666666668,10000,/home/tom/Kaggle/Halite/Logic/../Rule agents/Rule based with evolution/iteration_19.json
2020-04-22 07:20:18.209233,0.3166666666666665,0.3633333333333335,10000,/home/tom/Kaggle/Halite/Logic/../Rule agents/Rule based with evolution/iteration_19.json
2020-04-22 07:23:17.834007,0.4283333333333332,0.3166666666666665,10000,/home/tom/Kaggle/Halite/Logic/../Rule agents/Rule based with evolution/iteration_19.json
2020-04-22 07:26:17.451898,0.3466666666666666,0.4266666666666665,10000,/home/tom/Kaggle/Halite/Logic/../Rule agents/Rule based with evolution/iteration_19.json
2020-04-22 07:29:07.935159,0.3800000000000001,0.525,10000,/home/tom/Kaggle/Halite/Logic/../Rule agents/Rule based with evolution/iteration_19.json
2020-04-22 07:32:02.093008,0.3499999999999999,0.37000000000000016,10000,/home/tom/Kaggle/Halite/Logic/../Rule agents/Rule based with evolution/iteration_19.json
2020-04-22 07:34:51.788081,0.5566666666666666,0.3400000000000001,10000,/home/tom/Kaggle/Halite/Logic/../Rule agents/Rule based with evolution/iteration_19.json
2020-04-22 07:38:03.490686,0.3900000000000001,0.4633333333333334,10000,/home/tom/Kaggle/Halite/Logic/../Rule agents/Rule based with evolution/iteration_19.json
2020-04-22 07:41:18.349761,0.4500000000000001,0.43,10000,/home/tom/Kaggle/Halite/Logic/../Rule agents/Rule based with evolution/iteration_19.json
2020-04-22 07:44:33.229743,0.24000000000000005,0.4900000000000002,10000,/home/tom/Kaggle/Halite/Logic/../Rule agents/Rule based with evolution/iteration_19.json
2020-04-22 07:47:34.502993,0.5433333333333333,0.3899999999999999,10000,/home/tom/Kaggle/Halite/Logic/../Rule agents/Rule based with evolution/iteration_19.json
2020-04-22 07:50:29.934604,0.4733333333333333,0.5233333333333335,10000,/home/tom/Kaggle/Halite/Logic/../Rule agents/Rule based with evolution/iteration_19.json
2020-04-22 07:53:21.461236,0.4533333333333334,0.4233333333333333,10000,/home/tom/Kaggle/Halite/Logic/../Rule agents/Rule based with evolution/iteration_19.json
2020-04-22 07:56:15.041779,0.59,0.5316666666666666,10000,/home/tom/Kaggle/Halite/Logic/../Rule agents/Rule based with evolution/iteration_19.json
2020-04-22 07:59:12.149060,0.4366666666666668,0.5316666666666666,10000,/home/tom/Kaggle/Halite/Logic/../Rule agents/Rule based with evolution/iteration_19.json
2020-04-22 08:01:59.373531,0.5199999999999999,0.4766666666666665,10000,/home/tom/Kaggle/Halite/Logic/../Rule agents/Rule based with evolution/iteration_19.json
2020-04-22 08:04:56.927087,0.4166666666666665,0.43000000000000016,10000,/home/tom/Kaggle/Halite/Logic/../Rule agents/Rule based with evolution/iteration_19.json
2020-04-22 08:07:49.295377,0.4766666666666667,0.5566666666666668,10000,/home/tom/Kaggle/Halite/Logic/../Rule agents/Rule based with evolution/iteration_19.json
2020-04-22 08:10:42.594787,0.3833333333333332,0.5016666666666668,10000,/home/tom/Kaggle/Halite/Logic/../Rule agents/Rule based with evolution/iteration_19.json
2020-04-22 08:13:36.896095,0.4866666666666668,0.49,10000,/home/tom/Kaggle/Halite/Logic/../Rule agents/Rule based with evolution/iteration_19.json
2020-04-22 08:16:30.937942,0.4633333333333332,0.3833333333333332,10000,/home/tom/Kaggle/Halite/Logic/../Rule agents/Rule based with evolution/iteration_19.json
2020-04-22 08:19:27.931139,0.5566666666666668,0.5566666666666666,10000,/home/tom/Kaggle/Halite/Logic/../Rule agents/Rule based with evolution/iteration_19.json
2020-04-22 08:22:21.876199,0.34666666666666657,0.5366666666666667,10000,/home/tom/Kaggle/Halite/Logic/../Rule agents/Rule based with evolution/iteration_19.json
2020-04-22 08:25:16.044428,0.5066666666666668,0.4766666666666664,10000,/home/tom/Kaggle/Halite/Logic/../Rule agents/Rule based with evolution/iteration_19.json
2020-04-22 08:28:10.074393,0.31999999999999995,0.5466666666666665,10000,/home/tom/Kaggle/Halite/Logic/../Rule agents/Rule based with evolution/iteration_19.json
2020-04-22 08:31:10.124025,0.48,0.4866666666666666,10000,/home/tom/Kaggle/Halite/Logic/../Rule agents/Rule based with evolution/iteration_19.json
2020-04-22 08:34:06.054346,0.4666666666666665,0.4666666666666666,10000,/home/tom/Kaggle/Halite/Logic/../Rule agents/Rule based with evolution/iteration_19.json
2020-04-22 08:37:01.765735,0.3399999999999999,0.4466666666666665,10000,/home/tom/Kaggle/Halite/Logic/../Rule agents/Rule based with evolution/iteration_19.json
2020-04-22 08:40:25.493397,0.4333333333333334,0.44,10000,/home/tom/Kaggle/Halite/Logic/../Rule agents/Rule based with evolution/iteration_19.json
2020-04-22 08:43:47.164344,0.4133333333333333,0.4,10000,/home/tom/Kaggle/Halite/Logic/../Rule agents/Rule based with evolution/iteration_19.json
2020-04-22 08:47:19.574632,0.3733333333333331,0.3800000000000001,10000,/home/tom/Kaggle/Halite/Logic/../Rule agents/Rule based with evolution/iteration_19.json
2020-04-22 08:50:22.508749,0.29666666666666663,0.5833333333333333,10000,/home/tom/Kaggle/Halite/Logic/../Rule agents/Rule based with evolution/iteration_19.json
2020-04-22 08:53:16.363170,0.4566666666666665,0.4466666666666667,10000,/home/tom/Kaggle/Halite/Logic/../Rule agents/Rule based with evolution/iteration_19.json
2020-04-22 08:56:10.471081,0.4666666666666666,0.4866666666666666,10000,/home/tom/Kaggle/Halite/Logic/../Rule agents/Rule based with evolution/iteration_19.json
2020-04-22 08:59:10.444476,0.3400000000000001,0.3266666666666665,10000,/home/tom/Kaggle/Halite/Logic/../Rule agents/Rule based with evolution/iteration_19.json
2020-04-22 09:02:11.271722,0.4400000000000002,0.5900000000000002,10000,/home/tom/Kaggle/Halite/Logic/../Rule agents/Rule based with evolution/iteration_19.json
2020-04-22 09:05:13.642871,0.4,0.48,10000,/home/tom/Kaggle/Halite/Logic/../Rule agents/Rule based with evolution/iteration_19.json
2020-04-22 09:08:17.528216,0.3666666666666666,0.3400000000000001,10000,/home/tom/Kaggle/Halite/Logic/../Rule agents/Rule based with evolution/iteration_19.json
2020-04-23 15:59:13.915176,0.2666666666666667,0.5333333333333334,10,/home/tom/Kaggle/Halite/Logic/../Rule agents/Rule based with evolution/iteration_19.json
